Fell/found?,Meteor mass classes,Place,Type of meteorite,Year,Coordinate 1,Coordinates 2,"Sum of Mass, g"
Found,0-9kg,QUE 97853,LL5,1997,-84,168,38.9
Found,0-9kg,QUE 97852,LL5,1997,-84,168,121.1
Found,0-9kg,QUE 97851,L5,1997,-84,168,46.9
Found,0-9kg,QUE 97850,LL5,1997,-84,168,82.9
Found,0-9kg,QUE 97849,H6,1997,-84,168,115.8
Found,0-9kg,QUE 97848,LL5,1997,-84,168,13.8
Found,0-9kg,QUE 97847,LL5,1997,-84,168,14.7
Found,0-9kg,QUE 97846,H6,1997,-84,168,16.7
Found,0-9kg,QUE 97845,H6,1997,-84,168,26.7
Found,0-9kg,QUE 97844,LL5,1997,-84,168,65
Found,0-9kg,QUE 97843,LL5,1997,-84,168,31.9
Found,0-9kg,QUE 97842,H5,1997,-84,168,68
Found,0-9kg,QUE 97841,LL5,1997,-84,168,117
Found,0-9kg,QUE 97840,LL5,1997,-84,168,182.4
Found,0-9kg,QUE 97839,LL5,1997,-84,168,37.6
Found,0-9kg,QUE 97838,LL5,1997,-84,168,0.9
Found,0-9kg,QUE 97837,LL5,1997,-84,168,7.1
Found,0-9kg,QUE 97836,LL5,1997,-84,168,7.1
Found,0-9kg,QUE 97835,LL5,1997,-84,168,1.7
Found,0-9kg,QUE 97834,L5,1997,-84,168,2.5
Found,0-9kg,QUE 97833,LL5,1997,-84,168,1.4
Found,0-9kg,QUE 97832,L5,1997,-84,168,1.4
Found,0-9kg,QUE 97831,LL5,1997,-84,168,3.8
Found,0-9kg,QUE 97830,LL5,1997,-84,168,19.8
Found,0-9kg,QUE 97829,LL5,1997,-84,168,19.8
Found,0-9kg,QUE 97828,LL5,1997,-84,168,12.9
Found,0-9kg,QUE 97827,LL5,1997,-84,168,4.1
Found,0-9kg,QUE 97826,LL5,1997,-84,168,1.3
Found,0-9kg,QUE 97825,LL5,1997,-84,168,3.1
Found,0-9kg,QUE 97824,LL5,1997,-84,168,3.7
Found,0-9kg,QUE 97823,LL5,1997,-84,168,16.4
Found,0-9kg,QUE 97822,LL5,1997,-84,168,7
Found,0-9kg,QUE 97821,H6,1997,-84,168,7
Found,0-9kg,QUE 97820,LL5,1997,-84,168,10.1
Found,0-9kg,QUE 97819,LL5,1997,-84,168,10.1
Found,0-9kg,QUE 97818,LL5,1997,-84,168,12.2
Found,0-9kg,QUE 97817,LL5,1997,-84,168,10.6
Found,0-9kg,QUE 97816,LL5,1997,-84,168,16.2
Found,0-9kg,QUE 97815,LL5,1997,-84,168,4.5
Found,0-9kg,QUE 97813,LL5,1997,-84,168,11.7
Found,0-9kg,QUE 97812,LL5,1997,-84,168,70.5
Found,0-9kg,QUE 97811,LL5,1997,-84,168,167.6
Found,0-9kg,QUE 97810,LL5,1997,-84,168,52.1
Found,0-9kg,QUE 97809,LL5,1997,-84,168,1.7
Found,0-9kg,QUE 97808,LL5,1997,-84,168,38.7
Found,0-9kg,QUE 97807,LL5,1997,-84,168,110.9
Found,0-9kg,QUE 97806,LL5,1997,-84,168,58.7
Found,0-9kg,QUE 97805,LL5,1997,-84,168,74.7
Found,0-9kg,QUE 97804,H6,1997,-84,168,100.8
Found,0-9kg,QUE 97803,LL5,1997,-84,168,79.1
Found,0-9kg,QUE 97802,LL5,1997,-84,168,52
Found,0-9kg,QUE 97801,LL5,1997,-84,168,35.7
Found,0-9kg,QUE 97800,H6,1997,-84,168,126.5
Found,0-9kg,QUE 97799,LL5,1997,-84,168,9.6
Found,0-9kg,QUE 97798,LL5,1997,-84,168,22.7
Found,0-9kg,QUE 97797,LL5,1997,-84,168,42.1
Found,0-9kg,QUE 97796,LL5,1997,-84,168,10.6
Found,0-9kg,QUE 97795,LL5,1997,-84,168,30.6
Found,0-9kg,QUE 97794,LL5,1997,-84,168,24.1
Found,0-9kg,QUE 97793,LL5,1997,-84,168,12.2
Found,0-9kg,QUE 97792,LL5,1997,-84,168,12
Found,0-9kg,QUE 97791,LL5,1997,-84,168,6.6
Found,0-9kg,QUE 97790,LL5,1997,-84,168,5.3
Found,0-9kg,QUE 97789,LL5,1997,-84,168,0.7
Found,0-9kg,QUE 97788,LL5,1997,-84,168,4.4
Found,0-9kg,QUE 97787,LL5,1997,-84,168,4.4
Found,0-9kg,QUE 97786,LL5,1997,-84,168,1.7
Found,0-9kg,QUE 97785,LL5,1997,-84,168,1.7
Found,0-9kg,QUE 97784,L6,1997,-84,168,12.4
Found,0-9kg,QUE 97783,LL5,1997,-84,168,12.4
Found,0-9kg,QUE 97782,LL5,1997,-84,168,1.3
Found,0-9kg,QUE 97781,LL5,1997,-84,168,1.4
Found,0-9kg,QUE 97780,H6,1997,-84,168,4.8
Found,0-9kg,QUE 97779,LL5,1997,-84,168,7.5
Found,0-9kg,QUE 97778,LL5,1997,-84,168,7.8
Found,0-9kg,QUE 97777,LL5,1997,-84,168,4.3
Found,0-9kg,QUE 97776,LL5,1997,-84,168,3.8
Found,0-9kg,QUE 97775,LL5,1997,-84,168,5.9
Found,0-9kg,QUE 97774,LL5,1997,-84,168,3.1
Found,0-9kg,QUE 97773,LL5,1997,-84,168,21.8
Found,0-9kg,QUE 97772,LL5,1997,-84,168,62.9
Found,0-9kg,QUE 97771,LL5,1997,-84,168,12.7
Found,0-9kg,QUE 97770,LL5,1997,-84,168,11.9
Found,0-9kg,QUE 97769,L6,1997,-84,168,7.1
Found,0-9kg,QUE 97768,LL5,1997,-84,168,1.9
Found,0-9kg,QUE 97767,LL5,1997,-84,168,1.9
Found,0-9kg,QUE 97766,LL5,1997,-84,168,1.8
Found,0-9kg,QUE 97764,LL5,1997,-84,168,31.2
Found,0-9kg,QUE 97763,L6,1997,-84,168,34.5
Found,0-9kg,QUE 97762,L6,1997,-84,168,69.4
Found,0-9kg,QUE 97761,L6,1997,-84,168,6.3
Found,0-9kg,QUE 97760,H6,1997,-84,168,6.2
Found,0-9kg,QUE 97759,LL5,1997,-84,168,25.9
Found,0-9kg,QUE 97758,LL5,1997,-84,168,23.5
Found,0-9kg,QUE 97757,LL5,1997,-84,168,12.5
Found,0-9kg,QUE 97756,LL5,1997,-84,168,5.7
Found,0-9kg,QUE 97755,H6,1997,-84,168,8.3
Found,0-9kg,QUE 97754,LL5,1997,-84,168,21.1
Found,0-9kg,QUE 97753,LL5,1997,-84,168,150.4
Found,0-9kg,QUE 97752,LL5,1997,-84,168,77.6
Found,0-9kg,QUE 97751,LL5,1997,-84,168,26.8
Found,0-9kg,QUE 97750,LL5,1997,-84,168,3.8
Found,0-9kg,QUE 97749,H5,1997,-84,168,20.6
Found,0-9kg,QUE 97748,L6,1997,-84,168,1.4
Found,0-9kg,QUE 97747,L6,1997,-84,168,28.6
Found,0-9kg,QUE 97746,H6,1997,-84,168,4.6
Found,0-9kg,QUE 97745,L6,1997,-84,168,45.9
Found,0-9kg,QUE 97744,LL5,1997,-84,168,13.4
Found,0-9kg,QUE 97743,L6,1997,-84,168,15.4
Found,0-9kg,QUE 97742,L6,1997,-84,168,22.4
Found,0-9kg,QUE 97741,LL5,1997,-84,168,5.8
Found,0-9kg,QUE 97740,LL5,1997,-84,168,2.6
Found,0-9kg,QUE 97739,H6,1997,-84,168,2.3
Found,0-9kg,QUE 97738,LL5,1997,-84,168,43.7
Found,0-9kg,QUE 97737,LL5,1997,-84,168,81
Found,0-9kg,QUE 97736,LL5,1997,-84,168,48.1
Found,0-9kg,QUE 97735,LL5,1997,-84,168,25.6
Found,0-9kg,QUE 97734,L6,1997,-84,168,0.9
Found,0-9kg,QUE 97733,LL5,1997,-84,168,1.8
Found,0-9kg,QUE 97732,LL5,1997,-84,168,1.8
Found,0-9kg,QUE 97731,LL5,1997,-84,168,18.1
Found,0-9kg,QUE 97730,LL5,1997,-84,168,55.7
Found,0-9kg,QUE 97729,LL6,1997,-84,168,15.5
Found,0-9kg,QUE 97728,LL5,1997,-84,168,1.1
Found,0-9kg,QUE 97727,LL5,1997,-84,168,4.3
Found,0-9kg,QUE 97726,LL5,1997,-84,168,25.2
Found,0-9kg,QUE 97725,LL5,1997,-84,168,7
Found,0-9kg,QUE 97724,LL5,1997,-84,168,4
Found,0-9kg,QUE 97723,LL5,1997,-84,168,23.8
Found,0-9kg,QUE 97722,LL5,1997,-84,168,12.9
Found,0-9kg,QUE 97721,LL5,1997,-84,168,2.4
Found,0-9kg,QUE 97720,L6,1997,-84,168,17.8
Found,0-9kg,QUE 97719,LL5,1997,-84,168,7.4
Found,0-9kg,QUE 97718,H6,1997,-84,168,7.4
Found,0-9kg,QUE 97717,LL5,1997,-84,168,3.4
Found,0-9kg,QUE 97716,LL5,1997,-84,168,26.7
Found,0-9kg,QUE 97715,LL5,1997,-84,168,4.6
Found,0-9kg,QUE 97714,LL5,1997,-84,168,3.3
Found,0-9kg,QUE 97713,LL5,1997,-84,168,6.8
Found,0-9kg,QUE 97712,LL5,1997,-84,168,1.9
Found,0-9kg,QUE 97711,LL5,1997,-84,168,4.2
Found,0-9kg,QUE 97710,LL5,1997,-84,168,4.7
Found,0-9kg,QUE 97709,LL5,1997,-84,168,4.7
Found,0-9kg,QUE 97708,LL5,1997,-84,168,2.9
Found,0-9kg,QUE 97707,LL5,1997,-84,168,6.9
Found,0-9kg,QUE 97706,LL5,1997,-84,168,6.9
Found,0-9kg,QUE 97705,LL5,1997,-84,168,6.8
Found,0-9kg,QUE 97704,LL5,1997,-84,168,3.2
Found,0-9kg,QUE 97703,LL5,1997,-84,168,3.2
Found,0-9kg,QUE 97702,LL5,1997,-84,168,2
Found,0-9kg,QUE 97701,LL5,1997,-84,168,5.7
Found,0-9kg,QUE 97700,LL5,1997,-84,168,11.6
Found,0-9kg,QUE 97699,LL5,1997,-84,168,7.7
Found,0-9kg,QUE 97698,LL5,1997,-84,168,3.9
Found,0-9kg,QUE 97697,LL5,1997,-84,168,8.9
Found,0-9kg,QUE 97696,L6,1997,-84,168,14
Found,0-9kg,QUE 97695,H6,1997,-84,168,9.4
Found,0-9kg,QUE 97694,LL5,1997,-84,168,14.2
Found,0-9kg,QUE 97693,LL5,1997,-84,168,6.9
Found,0-9kg,QUE 97692,LL5,1997,-84,168,20.1
Found,0-9kg,QUE 97691,LL5,1997,-84,168,24.3
Found,0-9kg,QUE 97690,LL5,1997,-84,168,55
Found,0-9kg,QUE 97689,L6,1997,-84,168,5.5
Found,0-9kg,QUE 97688,LL5,1997,-84,168,35.4
Found,0-9kg,QUE 97687,LL5,1997,-84,168,1.1
Found,0-9kg,QUE 97686,LL5,1997,-84,168,1.1
Found,0-9kg,QUE 97685,LL5,1997,-84,168,8.8
Found,0-9kg,QUE 97684,LL5,1997,-84,168,26.8
Found,0-9kg,QUE 97683,LL5,1997,-84,168,21.8
Found,0-9kg,QUE 97682,L6,1997,-84,168,19.2
Found,0-9kg,QUE 97681,L4,1997,-84,168,34.3
Found,0-9kg,QUE 97680,H6,1997,-84,168,69.9
Found,0-9kg,QUE 97679,LL5,1997,-84,168,23.6
Found,0-9kg,QUE 97678,LL5,1997,-84,168,20.6
Found,0-9kg,QUE 97677,LL5,1997,-84,168,3.8
Found,0-9kg,QUE 97676,CM2,1997,-84,168,2.4
Found,0-9kg,QUE 97675,LL5,1997,-84,168,1.6
Found,0-9kg,QUE 97674,L6,1997,-84,168,36.1
Found,0-9kg,QUE 97673,H6,1997,-84,168,36.1
Found,0-9kg,QUE 97672,LL5,1997,-84,168,3.2
Found,0-9kg,QUE 97671,LL5,1997,-84,168,34.1
Found,0-9kg,QUE 97670,H4,1997,-84,168,56.5
Found,0-9kg,QUE 97669,LL5,1997,-84,168,41.3
Found,0-9kg,QUE 97668,LL5,1997,-84,168,7.2
Found,0-9kg,QUE 97667,LL5,1997,-84,168,1.6
Found,0-9kg,QUE 97666,LL5,1997,-84,168,1.9
Found,0-9kg,QUE 97665,LL5,1997,-84,168,50.1
Found,0-9kg,QUE 97664,H6,1997,-84,168,28.4
Found,0-9kg,QUE 97663,L6,1997,-84,168,16.4
Found,0-9kg,QUE 97662,LL5,1997,-84,168,18.3
Found,0-9kg,QUE 97661,H6,1997,-84,168,16.6
Found,0-9kg,QUE 97660,LL6,1997,-84,168,13.9
Found,0-9kg,QUE 97659,LL5,1997,-84,168,12.6
Found,0-9kg,QUE 97658,LL5,1997,-84,168,13.2
Found,0-9kg,QUE 97657,CM2,1997,-84,168,3.5
Found,0-9kg,QUE 97656,LL5,1997,-84,168,6.8
Found,0-9kg,QUE 97655,LL5,1997,-84,168,6.6
Found,0-9kg,QUE 97654,LL5,1997,-84,168,13.3
Found,0-9kg,QUE 97653,LL5,1997,-84,168,19.3
Found,0-9kg,QUE 97652,LL5,1997,-84,168,19.7
Found,0-9kg,QUE 97651,LL6,1997,-84,168,29
Found,0-9kg,QUE 97650,LL5,1997,-84,168,5
Found,0-9kg,QUE 97649,LL5,1997,-84,168,10.7
Found,0-9kg,QUE 97648,LL5,1997,-84,168,5.5
Found,0-9kg,QUE 97647,L6,1997,-84,168,5.5
Found,0-9kg,QUE 97646,LL5,1997,-84,168,3.7
Found,0-9kg,QUE 97645,L6,1997,-84,168,1.3
Found,0-9kg,QUE 97644,LL5,1997,-84,168,2.6
Found,0-9kg,QUE 97643,LL5,1997,-84,168,9.7
Found,0-9kg,QUE 97642,LL5,1997,-84,168,56.3
Found,0-9kg,QUE 97641,L6,1997,-84,168,15.1
Found,0-9kg,QUE 97640,LL5,1997,-84,168,14
Found,0-9kg,QUE 97639,LL5,1997,-84,168,1.3
Found,0-9kg,QUE 97638,H6,1997,-84,168,14.7
Found,0-9kg,QUE 97637,L6,1997,-84,168,10.7
Found,0-9kg,QUE 97636,LL5,1997,-84,168,7.8
Found,0-9kg,QUE 97635,LL5,1997,-84,168,3.7
Found,0-9kg,QUE 97634,LL5,1997,-84,168,1.4
Found,0-9kg,QUE 97633,L6,1997,-84,168,6.1
Found,0-9kg,QUE 97632,Eucrite-br,1997,-84,168,2.7
Found,0-9kg,QUE 97631,LL5,1997,-84,168,2.7
Found,0-9kg,QUE 97630,H5,1997,-84,168,6.9
Found,0-9kg,QUE 97629,LL5,1997,-84,168,6.1
Found,0-9kg,QUE 97628,LL5,1997,-84,168,2
Found,0-9kg,QUE 97627,L4,1997,-84,168,2
Found,0-9kg,QUE 97626,L6,1997,-84,168,1.9
Found,0-9kg,QUE 97625,H6,1997,-84,168,5.4
Found,0-9kg,QUE 97624,LL5,1997,-84,168,11.7
Found,0-9kg,QUE 97623,LL5,1997,-84,168,14.7
Found,0-9kg,QUE 97622,LL5,1997,-84,168,2.9
Found,0-9kg,QUE 97621,CM2,1997,-84,168,2.8
Found,0-9kg,QUE 97620,LL5,1997,-84,168,21.2
Found,0-9kg,QUE 97619,LL5,1997,-84,168,9.2
Found,0-9kg,QUE 97618,LL5,1997,-84,168,4.1
Found,0-9kg,QUE 97617,LL5,1997,-84,168,2.3
Found,0-9kg,QUE 97616,LL5,1997,-84,168,23.8
Found,0-9kg,QUE 97615,LL5,1997,-84,168,38
Found,0-9kg,QUE 97614,L6,1997,-84,168,22.2
Found,0-9kg,QUE 97613,L5,1997,-84,168,15.4
Found,0-9kg,QUE 97612,LL5,1997,-84,168,116.8
Found,0-9kg,QUE 97611,LL5,1997,-84,168,71.1
Found,0-9kg,QUE 97610,LL5,1997,-84,168,31.1
Found,0-9kg,QUE 97609,LL5,1997,-84,168,9.8
Found,0-9kg,QUE 97608,LL5,1997,-84,168,27.7
Found,0-9kg,QUE 97607,LL5,1997,-84,168,30.4
Found,0-9kg,QUE 97606,LL5,1997,-84,168,37.7
Found,0-9kg,QUE 97605,LL6,1997,-84,168,5.2
Found,0-9kg,QUE 97604,LL5,1997,-84,168,9.4
Found,0-9kg,QUE 97603,LL5,1997,-84,168,1.7
Found,0-9kg,QUE 97602,LL5,1997,-84,168,8.9
Found,0-9kg,QUE 97601,LL5,1997,-84,168,2.9
Found,0-9kg,QUE 97600,LL5,1997,-84,168,7.2
Found,0-9kg,QUE 97599,H6,1997,-84,168,41.6
Found,0-9kg,QUE 97598,LL5,1997,-84,168,24
Found,0-9kg,QUE 97597,LL5,1997,-84,168,18.5
Found,0-9kg,QUE 97596,LL5,1997,-84,168,17.8
Found,0-9kg,QUE 97595,H5,1997,-84,168,20.1
Found,0-9kg,QUE 97594,LL5,1997,-84,168,29.5
Found,0-9kg,QUE 97593,LL5,1997,-84,168,48.8
Found,0-9kg,QUE 97592,LL5,1997,-84,168,26.6
Found,0-9kg,QUE 97591,LL5,1997,-84,168,127.3
Found,0-9kg,QUE 97590,LL5,1997,-84,168,49.4
Found,0-9kg,QUE 97589,LL5,1997,-84,168,4.6
Found,0-9kg,QUE 97588,LL5,1997,-84,168,4.8
Found,0-9kg,QUE 97587,LL5,1997,-84,168,0.9
Found,0-9kg,QUE 97586,LL5,1997,-84,168,14.5
Found,0-9kg,QUE 97585,H6,1997,-84,168,14.5
Found,0-9kg,QUE 97584,LL6,1997,-84,168,1.9
Found,0-9kg,QUE 97583,LL5,1997,-84,168,6.5
Found,0-9kg,QUE 97582,LL5,1997,-84,168,9.8
Found,0-9kg,QUE 97581,LL5,1997,-84,168,16.8
Found,0-9kg,QUE 97580,LL5,1997,-84,168,72
Found,0-9kg,QUE 97579,LL5,1997,-84,168,8.6
Found,0-9kg,QUE 97578,LL5,1997,-84,168,31.9
Found,0-9kg,QUE 97577,LL5,1997,-84,168,19
Found,0-9kg,QUE 97576,H6,1997,-84,168,18.3
Found,0-9kg,QUE 97575,LL5,1997,-84,168,173.1
Found,0-9kg,QUE 97574,LL5,1997,-84,168,56.5
Found,0-9kg,QUE 97573,LL5,1997,-84,168,3.3
Found,0-9kg,QUE 97572,LL5,1997,-84,168,3.3
Found,0-9kg,QUE 97571,LL5,1997,-84,168,33.9
Found,0-9kg,QUE 97570,H6,1997,-84,168,33.9
Found,0-9kg,QUE 97569,H6,1997,-84,168,16
Found,0-9kg,QUE 97568,LL5,1997,-84,168,3.3
Found,0-9kg,QUE 97567,LL5,1997,-84,168,3.4
Found,0-9kg,QUE 97566,LL5,1997,-84,168,5.7
Found,0-9kg,QUE 97565,LL5,1997,-84,168,22.8
Found,0-9kg,QUE 97564,LL5,1997,-84,168,4.4
Found,0-9kg,QUE 97563,LL5,1997,-84,168,3.5
Found,0-9kg,QUE 97562,LL5,1997,-84,168,10.1
Found,0-9kg,QUE 97561,H5,1997,-84,168,21.6
Found,0-9kg,QUE 97560,LL5,1997,-84,168,7.7
Found,0-9kg,QUE 97559,LL5,1997,-84,168,92.8
Found,0-9kg,QUE 97558,L6,1997,-84,168,39
Found,0-9kg,QUE 97557,LL5,1997,-84,168,26.1
Found,0-9kg,QUE 97556,LL5,1997,-84,168,78.5
Found,0-9kg,QUE 97555,L6,1997,-84,168,96.9
Found,0-9kg,QUE 97554,LL5,1997,-84,168,37.6
Found,0-9kg,QUE 97553,LL5,1997,-84,168,78.8
Found,0-9kg,QUE 97552,LL5,1997,-84,168,28.6
Found,0-9kg,QUE 97551,LL5,1997,-84,168,29.2
Found,0-9kg,QUE 97550,H6,1997,-84,168,50.4
Found,0-9kg,QUE 97549,LL5,1997,-84,168,8.6
Found,0-9kg,QUE 97548,LL5,1997,-84,168,2
Found,0-9kg,QUE 97547,LL5,1997,-84,168,3.5
Found,0-9kg,QUE 97546,LL5,1997,-84,168,3.5
Found,0-9kg,QUE 97545,H6,1997,-84,168,3.1
Found,0-9kg,QUE 97544,LL5,1997,-84,168,9.1
Found,0-9kg,QUE 97543,LL5,1997,-84,168,1.2
Found,0-9kg,QUE 97542,LL5,1997,-84,168,12.3
Found,0-9kg,QUE 97541,LL5,1997,-84,168,3.6
Found,0-9kg,QUE 97540,LL5,1997,-84,168,2.1
Found,0-9kg,QUE 97539,LL5,1997,-84,168,1.1
Found,0-9kg,QUE 97538,L6,1997,-84,168,4.6
Found,0-9kg,QUE 97537,LL5,1997,-84,168,16.3
Found,0-9kg,QUE 97536,LL5,1997,-84,168,1.5
Found,0-9kg,QUE 97535,LL5,1997,-84,168,2.1
Found,0-9kg,QUE 97534,LL5,1997,-84,168,2.2
Found,0-9kg,QUE 97533,H6,1997,-84,168,9.3
Found,0-9kg,QUE 97532,LL5,1997,-84,168,5.2
Found,0-9kg,QUE 97531,LL5,1997,-84,168,2.2
Found,0-9kg,QUE 97530,LL5,1997,-84,168,2.9
Found,0-9kg,QUE 97529,LL5,1997,-84,168,22.5
Found,0-9kg,QUE 97528,LL5,1997,-84,168,15.3
Found,0-9kg,QUE 97527,LL5,1997,-84,168,25.2
Found,0-9kg,QUE 97526,LL5,1997,-84,168,33.3
Found,0-9kg,QUE 97525,LL5,1997,-84,168,130
Found,0-9kg,QUE 97524,LL5,1997,-84,168,80.5
Found,0-9kg,QUE 97523,LL5,1997,-84,168,26.5
Found,0-9kg,QUE 97522,LL5,1997,-84,168,38.5
Found,0-9kg,QUE 97521,LL5,1997,-84,168,41.4
Found,0-9kg,QUE 97520,LL5,1997,-84,168,2.2
Found,0-9kg,QUE 97519,LL5,1997,-84,168,6.7
Found,0-9kg,QUE 97518,LL5,1997,-84,168,3.3
Found,0-9kg,QUE 97517,LL5,1997,-84,168,1.2
Found,0-9kg,QUE 97516,LL5,1997,-84,168,1.2
Found,0-9kg,QUE 97515,LL5,1997,-84,168,29
Found,0-9kg,QUE 97514,LL5,1997,-84,168,42.5
Found,0-9kg,QUE 97513,LL5,1997,-84,168,4.1
Found,0-9kg,QUE 97512,LL5,1997,-84,168,0.8
Found,0-9kg,QUE 97511,LL5,1997,-84,168,2.4
Found,0-9kg,QUE 97510,LL5,1997,-84,168,2.4
Found,0-9kg,QUE 97509,LL5,1997,-84,168,1.7
Found,0-9kg,QUE 97508,LL5,1997,-84,168,1.7
Found,0-9kg,QUE 97507,LL5,1997,-84,168,5.1
Found,0-9kg,QUE 97506,LL5,1997,-84,168,2.6
Found,0-9kg,QUE 97505,LL5,1997,-84,168,1.6
Found,0-9kg,QUE 97504,LL5,1997,-84,168,15.5
Found,0-9kg,QUE 97503,LL5,1997,-84,168,4.8
Found,0-9kg,QUE 97502,LL5,1997,-84,168,1.2
Found,0-9kg,QUE 97501,LL5,1997,-84,168,48.3
Found,0-9kg,QUE 97500,LL5,1997,-84,168,2.9
Found,0-9kg,QUE 97499,LL5,1997,-84,168,1.1
Found,0-9kg,QUE 97498,LL5,1997,-84,168,1.1
Found,0-9kg,QUE 97497,LL5,1997,-84,168,1.2
Found,0-9kg,QUE 97496,LL5,1997,-84,168,2.4
Found,0-9kg,QUE 97495,LL5,1997,-84,168,34.5
Found,0-9kg,QUE 97494,LL5,1997,-84,168,3.6
Found,0-9kg,QUE 97493,LL5,1997,-84,168,8.4
Found,0-9kg,QUE 97492,LL5,1997,-84,168,8.9
Found,0-9kg,QUE 97491,LL5,1997,-84,168,101.8
Found,0-9kg,QUE 97490,LL5,1997,-84,168,101.8
Found,0-9kg,QUE 97489,LL5,1997,-84,168,1.3
Found,0-9kg,QUE 97488,LL5,1997,-84,168,2.8
Found,0-9kg,QUE 97487,LL5,1997,-84,168,22.2
Found,0-9kg,QUE 97486,LL5,1997,-84,168,4.2
Found,0-9kg,QUE 97485,LL5,1997,-84,168,1.2
Found,0-9kg,QUE 97484,LL5,1997,-84,168,0.5
Found,0-9kg,QUE 97483,LL5,1997,-84,168,27.7
Found,0-9kg,QUE 97482,LL5,1997,-84,168,27.7
Found,0-9kg,QUE 97481,LL5,1997,-84,168,9.4
Found,0-9kg,QUE 97480,LL5,1997,-84,168,10.1
Found,0-9kg,QUE 97479,LL5,1997,-84,168,83.5
Found,0-9kg,QUE 97478,H6,1997,-84,168,83.5
Found,0-9kg,QUE 97477,H6,1997,-84,168,74.4
Found,0-9kg,QUE 97476,LL5,1997,-84,168,33.7
Found,0-9kg,QUE 97475,LL5,1997,-84,168,7.2
Found,0-9kg,QUE 97474,LL5,1997,-84,168,7.4
Found,0-9kg,QUE 97473,L6,1997,-84,168,4.9
Found,0-9kg,QUE 97472,LL5,1997,-84,168,17.1
Found,0-9kg,QUE 97471,LL5,1997,-84,168,27.3
Found,0-9kg,QUE 97470,LL5,1997,-84,168,52.7
Found,0-9kg,QUE 97469,LL5,1997,-84,168,23.7
Found,0-9kg,QUE 97468,LL5,1997,-84,168,8.4
Found,0-9kg,QUE 97467,LL5,1997,-84,168,7.2
Found,0-9kg,QUE 97466,LL5,1997,-84,168,30.9
Found,0-9kg,QUE 97465,LL5,1997,-84,168,13.9
Found,0-9kg,QUE 97464,LL5,1997,-84,168,2.3
Found,0-9kg,QUE 97463,LL5,1997,-84,168,3
Found,0-9kg,QUE 97462,EL6,1997,-84,168,12.3
Found,0-9kg,QUE 97461,LL5,1997,-84,168,16.3
Found,0-9kg,QUE 97460,LL5,1997,-84,168,6.4
Found,0-9kg,QUE 97459,LL5,1997,-84,168,2.4
Found,0-9kg,QUE 97458,LL5,1997,-84,168,1.5
Found,0-9kg,QUE 97457,LL5,1997,-84,168,1.6
Found,0-9kg,QUE 97456,H6,1997,-84,168,3.8
Found,0-9kg,QUE 97455,LL5,1997,-84,168,13.5
Found,0-9kg,QUE 97454,LL5,1997,-84,168,9.8
Found,0-9kg,QUE 97453,LL5,1997,-84,168,8.2
Found,0-9kg,QUE 97452,LL5,1997,-84,168,7.3
Found,0-9kg,QUE 97451,LL5,1997,-84,168,24.7
Found,0-9kg,QUE 97450,LL5,1997,-84,168,11.8
Found,0-9kg,QUE 97449,LL5,1997,-84,168,10.9
Found,0-9kg,QUE 97448,LL5,1997,-84,168,17.4
Found,0-9kg,QUE 97447,LL5,1997,-84,168,22.6
Found,0-9kg,QUE 97446,LL5,1997,-84,168,20.5
Found,0-9kg,QUE 97445,LL5,1997,-84,168,35.8
Found,0-9kg,QUE 97444,LL5,1997,-84,168,76
Found,0-9kg,QUE 97443,LL5,1997,-84,168,32.6
Found,0-9kg,QUE 97442,LL5,1997,-84,168,42.2
Found,0-9kg,QUE 97441,LL5,1997,-84,168,60.2
Found,0-9kg,QUE 97440,L6,1997,-84,168,87.3
Found,0-9kg,QUE 97439,LL5,1997,-84,168,5.1
Found,0-9kg,QUE 97438,LL5,1997,-84,168,2.6
Found,0-9kg,QUE 97437,LL5,1997,-84,168,3
Found,0-9kg,QUE 97436,LL5,1997,-84,168,1.9
Found,0-9kg,QUE 97435,LL5,1997,-84,168,14.7
Found,0-9kg,QUE 97434,LL5,1997,-84,168,37.3
Found,0-9kg,QUE 97433,LL5,1997,-84,168,106.2
Found,0-9kg,QUE 97432,H5,1997,-84,168,128.7
Found,0-9kg,QUE 97431,LL5,1997,-84,168,101.6
Found,0-9kg,QUE 97430,Eucrite-br,1997,-84,168,69.7
Found,0-9kg,QUE 97429,LL5,1997,-84,168,39.9
Found,0-9kg,QUE 97428,LL5,1997,-84,168,42.1
Found,0-9kg,QUE 97427,LL5,1997,-84,168,28.9
Found,0-9kg,QUE 97426,LL5,1997,-84,168,36.3
Found,0-9kg,QUE 97425,LL5,1997,-84,168,37.1
Found,0-9kg,QUE 97424,LL5,1997,-84,168,7.9
Found,0-9kg,QUE 97423,LL5,1997,-84,168,15.2
Found,0-9kg,QUE 97422,LL5,1997,-84,168,10.6
Found,0-9kg,QUE 97421,LL5,1997,-84,168,29
Found,0-9kg,QUE 97420,LL5,1997,-84,168,23.2
Found,0-9kg,QUE 97419,LL5,1997,-84,168,1.3
Found,0-9kg,QUE 97418,LL5,1997,-84,168,4.7
Found,0-9kg,QUE 97417,LL5,1997,-84,168,8.7
Found,0-9kg,QUE 97416,CO3,1997,-84,168,12.3
Found,0-9kg,QUE 97415,LL5,1997,-84,168,12.2
Found,0-9kg,QUE 97413,LL5,1997,-84,168,3
Found,0-9kg,QUE 97412,LL5,1997,-84,168,5.5
